Time,Temperature (C),Temperature (F),Humidity
7/8/2025 0:54,20.4,68.7,64.8
7/8/2025 0:55,20.3,68.6,64.8
7/8/2025 0:56,20.4,68.7,64.8
7/8/2025 0:57,20.4,68.7,64.8
7/8/2025 0:58,20.4,68.7,64.8
7/8/2025 0:59,20.4,68.7,64.8
7/8/2025 1:00,20.4,68.6,64.7
7/8/2025 1:01,20.4,68.7,64.7
7/8/2025 1:02,20.4,68.6,64.7
7/8/2025 1:03,20.4,68.7,64.7
7/8/2025 1:04,20.4,68.7,64.7
7/8/2025 1:05,20.4,68.7,64.7
7/8/2025 1:06,20.4,68.7,64.8
7/8/2025 1:07,20.4,68.7,64.8
7/8/2025 1:08,20.4,68.6,64.7
7/8/2025 1:09,20.4,68.6,64.7
7/8/2025 1:10,20.4,68.7,64.7
7/8/2025 1:11,20.4,68.6,64.7
7/8/2025 1:12,20.4,68.7,64.7
7/8/2025 1:13,20.4,68.6,64.7
7/8/2025 1:14,20.4,68.7,64.7
7/8/2025 1:15,20.4,68.7,64.7
7/8/2025 1:16,20.3,68.6,64.7
7/8/2025 1:17,20.4,68.7,64.7
7/8/2025 1:18,20.4,68.6,64.8
7/8/2025 1:19,20.4,68.7,64.9
7/8/2025 1:20,20.4,68.7,64.8
7/8/2025 1:21,20.4,68.7,64.9
7/8/2025 1:22,20.4,68.6,65
7/8/2025 1:23,20.4,68.7,64.9
7/8/2025 1:24,20.4,68.7,65
7/8/2025 1:25,20.4,68.6,65
7/8/2025 1:26,20.4,68.6,65
7/8/2025 1:27,20.4,68.6,64.9
7/8/2025 1:28,20.4,68.6,65
7/8/2025 1:29,20.4,68.7,65
7/8/2025 1:30,20.4,68.6,65
7/8/2025 1:31,20.4,68.7,65
7/8/2025 1:32,20.4,68.6,64.9
7/8/2025 1:33,20.4,68.7,64.9
7/8/2025 1:34,20.4,68.8,64.9
7/8/2025 1:35,20.4,68.6,65
7/8/2025 1:36,20.4,68.7,64.8
7/8/2025 1:37,20.3,68.6,64.8
7/8/2025 1:38,20.4,68.7,65
7/8/2025 1:39,20.4,68.8,65
7/8/2025 1:40,20.4,68.7,65.1
7/8/2025 1:41,20.4,68.7,65
7/8/2025 1:42,20.4,68.7,64.9
7/8/2025 1:43,20.4,68.7,64.8
7/8/2025 1:44,20.4,68.7,64.8
7/8/2025 1:45,20.4,68.7,64.8
7/8/2025 1:46,20.4,68.7,64.8
7/8/2025 1:47,20.4,68.7,64.8
7/8/2025 1:48,20.4,68.8,64.7
7/8/2025 1:49,20.4,68.7,64.7
7/8/2025 1:50,20.4,68.7,64.6
7/8/2025 1:51,20.3,68.6,64.7
7/8/2025 1:52,20.4,68.7,64.7
7/8/2025 1:53,20.4,68.7,64.7
7/8/2025 1:54,20.3,68.6,64.7
7/8/2025 1:55,20.4,68.7,64.7
7/8/2025 1:56,20.4,68.7,64.7
7/8/2025 1:57,20.4,68.7,64.6
7/8/2025 1:58,20.3,68.6,64.6
7/8/2025 1:59,20.4,68.7,64.6
7/8/2025 2:00,20.4,68.6,64.7
7/8/2025 2:01,20.4,68.7,64.7
7/8/2025 2:02,20.4,68.7,64.7
7/8/2025 2:03,20.4,68.7,64.7
7/8/2025 2:04,20.3,68.6,64.6
7/8/2025 2:05,20.4,68.7,64.6
7/8/2025 2:06,20.4,68.7,64.6
7/8/2025 2:07,20.4,68.7,64.7
7/8/2025 2:08,20.4,68.6,64.7
7/8/2025 2:09,20.4,68.7,64.7
7/8/2025 2:10,20.4,68.7,64.6
7/8/2025 2:11,20.3,68.6,64.6
7/8/2025 2:12,20.4,68.6,64.7
7/8/2025 2:13,20.4,68.7,64.7
7/8/2025 2:14,20.4,68.7,64.7
7/8/2025 2:15,20.4,68.7,64.7
7/8/2025 2:16,20.4,68.7,64.7
7/8/2025 2:17,20.3,68.6,64.7
7/8/2025 2:18,20.4,68.7,64.8
7/8/2025 2:19,20.4,68.7,64.7
7/8/2025 2:20,20.4,68.6,64.7
7/8/2025 2:21,20.4,68.7,64.8
7/8/2025 2:22,20.4,68.7,64.8
7/8/2025 2:23,20.4,68.7,64.8
7/8/2025 2:24,20.4,68.7,64.8
7/8/2025 2:25,20.4,68.7,64.8
7/8/2025 2:26,20.4,68.6,64.8
7/8/2025 2:27,20.4,68.7,64.8
7/8/2025 2:28,20.4,68.6,64.8
7/8/2025 2:29,20.4,68.7,64.8
7/8/2025 2:30,20.4,68.8,64.9
7/8/2025 2:31,20.4,68.7,64.8
7/8/2025 2:32,20.4,68.7,64.9
7/8/2025 2:33,20.4,68.7,64.9
7/8/2025 2:34,20.3,68.6,64.9
7/8/2025 2:35,20.3,68.6,64.8
7/8/2025 2:36,20.4,68.7,64.9
7/8/2025 2:37,20.3,68.6,64.8
7/8/2025 2:38,20.4,68.6,64.8
7/8/2025 2:39,20.4,68.6,64.8
7/8/2025 2:40,20.4,68.7,64.9
7/8/2025 2:41,20.4,68.6,64.8
7/8/2025 2:42,20.4,68.7,64.8
7/8/2025 2:43,20.4,68.7,64.8
7/8/2025 2:44,20.4,68.8,64.8
7/8/2025 2:45,20.4,68.7,64.8
7/8/2025 2:46,20.4,68.7,64.8
7/8/2025 2:47,20.3,68.6,64.8
7/8/2025 2:48,20.4,68.7,64.8
7/8/2025 2:49,20.4,68.7,64.8
7/8/2025 2:50,20.4,68.7,64.7
7/8/2025 2:51,20.4,68.7,64.7
7/8/2025 2:52,20.4,68.7,64.8
7/8/2025 2:53,20.4,68.7,64.7
7/8/2025 2:54,20.4,68.7,64.8
7/8/2025 2:55,20.4,68.7,64.7
7/8/2025 2:56,20.4,68.7,64.8
7/8/2025 2:57,20.4,68.7,64.8
7/8/2025 2:58,20.3,68.6,64.8
7/8/2025 2:59,20.3,68.6,64.8
7/8/2025 3:00,20.4,68.7,64.7
7/8/2025 3:01,20.4,68.8,64.8
7/8/2025 3:02,20.4,68.7,64.8
7/8/2025 3:03,20.4,68.7,64.8
7/8/2025 3:04,20.4,68.6,64.7
7/8/2025 3:05,20.4,68.6,64.7
7/8/2025 3:06,20.4,68.7,64.7
7/8/2025 3:07,20.4,68.7,64.8
7/8/2025 3:08,20.3,68.6,64.8
7/8/2025 3:09,20.3,68.6,64.8
7/8/2025 3:10,20.3,68.6,64.7
7/8/2025 3:11,20.4,68.7,64.8
7/8/2025 3:12,20.4,68.7,64.7
7/8/2025 3:13,20.3,68.6,64.7
7/8/2025 3:14,20.3,68.6,64.7
7/8/2025 3:15,20.3,68.6,64.8
7/8/2025 3:16,20.4,68.7,64.8
7/8/2025 3:17,20.4,68.7,64.7
7/8/2025 3:18,20.4,68.7,64.8
7/8/2025 3:19,20.4,68.7,64.8
7/8/2025 3:20,20.4,68.7,64.8
7/8/2025 3:21,20.4,68.7,64.8
7/8/2025 3:22,20.4,68.7,64.8
7/8/2025 3:23,20.4,68.7,64.7
7/8/2025 3:24,20.4,68.7,64.8
7/8/2025 3:25,20.4,68.7,64.8
7/8/2025 3:26,20.4,68.8,64.8
7/8/2025 3:27,20.3,68.6,64.7
7/8/2025 3:28,20.4,68.7,64.8
7/8/2025 3:29,20.3,68.6,64.7
7/8/2025 3:30,20.4,68.7,64.7
7/8/2025 3:31,20.4,68.7,64.8
7/8/2025 3:32,20.4,68.6,64.7
7/8/2025 3:33,20.3,68.6,64.7
7/8/2025 3:34,20.4,68.7,64.7
7/8/2025 3:35,20.3,68.6,64.8
7/8/2025 3:36,20.3,68.6,64.8
7/8/2025 3:37,20.4,68.7,64.8
7/8/2025 3:38,20.4,68.7,64.8
7/8/2025 3:39,20.4,68.7,64.8
7/8/2025 3:40,20.4,68.7,64.8
7/8/2025 3:41,20.4,68.6,64.7
7/8/2025 3:42,20.4,68.7,64.7
7/8/2025 3:43,20.3,68.6,64.7
7/8/2025 3:44,20.3,68.6,64.7
7/8/2025 3:45,20.4,68.7,64.8
7/8/2025 3:46,20.4,68.6,64.8
7/8/2025 3:47,20.4,68.6,64.8
7/8/2025 3:48,20.4,68.7,64.8
7/8/2025 3:49,20.3,68.6,64.8
7/8/2025 3:50,20.4,68.6,64.8
7/8/2025 3:51,20.3,68.6,64.7
7/8/2025 3:52,20.4,68.7,64.8
7/8/2025 3:53,20.3,68.6,64.7
7/8/2025 3:54,20.4,68.6,64.8
7/8/2025 3:55,20.4,68.7,64.8
7/8/2025 3:56,20.4,68.7,64.8
7/8/2025 3:57,20.3,68.6,64.7
7/8/2025 3:58,20.4,68.7,64.6
7/8/2025 3:59,20.3,68.6,64.7
7/8/2025 4:00,20.4,68.7,64.7
7/8/2025 4:01,20.4,68.7,64.8
7/8/2025 4:02,20.3,68.6,64.8
7/8/2025 4:03,20.4,68.7,64.8
7/8/2025 4:04,20.4,68.6,64.8
7/8/2025 4:05,20.3,68.6,64.8
7/8/2025 4:06,20.3,68.6,64.7
7/8/2025 4:07,20.4,68.7,64.8
7/8/2025 4:08,20.3,68.5,64.7
7/8/2025 4:09,20.4,68.7,64.7
7/8/2025 4:10,20.4,68.7,64.8
7/8/2025 4:11,20.4,68.6,64.8
7/8/2025 4:12,20.4,68.7,64.8
7/8/2025 4:13,20.3,68.6,64.7
7/8/2025 4:14,20.4,68.6,64.7
7/8/2025 4:15,20.4,68.7,64.8
7/8/2025 4:16,20.4,68.7,64.7
7/8/2025 4:17,20.4,68.6,64.7
7/8/2025 4:18,20.4,68.6,64.7
7/8/2025 4:19,20.3,68.6,64.7
7/8/2025 4:20,20.4,68.7,64.8
7/8/2025 4:21,20.4,68.6,64.7
7/8/2025 4:22,20.4,68.6,64.7
7/8/2025 4:23,20.4,68.7,64.7
7/8/2025 4:24,20.4,68.7,64.7
7/8/2025 4:25,20.4,68.6,64.8
7/8/2025 4:26,20.4,68.7,64.7
7/8/2025 4:27,20.3,68.6,64.7
7/8/2025 4:28,20.3,68.6,64.8
7/8/2025 4:29,20.4,68.7,64.8
7/8/2025 4:30,20.4,68.7,64.8
7/8/2025 4:31,20.4,68.7,64.8
7/8/2025 4:32,20.4,68.6,64.8
7/8/2025 4:33,20.4,68.7,64.8
7/8/2025 4:34,20.3,68.6,64.8
7/8/2025 4:35,20.3,68.6,64.8
7/8/2025 4:36,20.3,68.6,64.8
7/8/2025 4:37,20.4,68.7,64.8
7/8/2025 4:38,20.4,68.6,64.8
7/8/2025 4:39,20.3,68.6,64.8
7/8/2025 4:40,20.4,68.6,64.8
7/8/2025 4:41,20.3,68.6,64.8
7/8/2025 4:42,20.3,68.6,64.8
7/8/2025 4:43,20.4,68.7,64.8
7/8/2025 4:44,20.4,68.7,64.7
7/8/2025 4:45,20.4,68.7,64.7
7/8/2025 4:46,20.4,68.7,64.7
7/8/2025 4:47,20.4,68.7,64.8
7/8/2025 4:48,20.3,68.6,64.7
7/8/2025 4:49,20.4,68.6,64.8
7/8/2025 4:50,20.3,68.6,64.7
7/8/2025 4:51,20.4,68.6,64.7
7/8/2025 4:52,20.4,68.7,64.7
7/8/2025 4:53,20.4,68.6,64.8
7/8/2025 4:54,20.3,68.6,64.7
7/8/2025 4:55,20.3,68.6,64.7
7/8/2025 4:56,20.4,68.7,64.7
7/8/2025 4:57,20.3,68.6,64.7
7/8/2025 4:58,20.3,68.6,64.7
7/8/2025 4:59,20.4,68.6,64.7
7/8/2025 5:00,20.4,68.7,64.7
7/8/2025 5:01,20.4,68.6,64.8
7/8/2025 5:02,20.4,68.7,64.7
7/8/2025 5:03,20.4,68.7,64.8
7/8/2025 5:04,20.4,68.7,64.7
7/8/2025 5:05,20.4,68.7,64.8
7/8/2025 5:06,20.4,68.7,64.8
7/8/2025 5:07,20.4,68.6,64.7
7/8/2025 5:08,20.4,68.7,64.7
7/8/2025 5:09,20.3,68.6,64.8
7/8/2025 5:10,20.4,68.7,64.8
7/8/2025 5:11,20.4,68.7,64.8
7/8/2025 5:12,20.4,68.6,64.8
7/8/2025 5:13,20.4,68.7,64.8
7/8/2025 5:14,20.4,68.7,64.8
7/8/2025 5:15,20.4,68.7,64.8
7/8/2025 5:16,20.4,68.6,64.8
7/8/2025 5:17,20.4,68.7,64.8
7/8/2025 5:18,20.4,68.7,64.8
7/8/2025 5:19,20.3,68.6,64.8
7/8/2025 5:20,20.4,68.7,64.7
7/8/2025 5:21,20.4,68.7,64.8
7/8/2025 5:22,20.4,68.7,64.8
7/8/2025 5:23,20.4,68.7,64.9
7/8/2025 5:24,20.4,68.7,64.8
7/8/2025 5:25,20.4,68.8,64.8
7/8/2025 5:26,20.4,68.7,64.8
7/8/2025 5:27,20.4,68.6,64.8
7/8/2025 5:28,20.4,68.7,64.8
7/8/2025 5:29,20.4,68.7,64.8
7/8/2025 5:30,20.4,68.7,64.8
7/8/2025 5:31,20.4,68.7,64.8
7/8/2025 5:32,20.4,68.7,64.8
7/8/2025 5:33,20.4,68.7,64.8
7/8/2025 5:34,20.4,68.8,64.9
7/8/2025 5:35,20.4,68.7,64.8
7/8/2025 5:36,20.4,68.7,64.8
7/8/2025 5:37,20.4,68.7,64.8
7/8/2025 5:38,20.4,68.7,64.8
7/8/2025 5:39,20.4,68.7,64.8
7/8/2025 5:40,20.4,68.7,64.8
7/8/2025 5:41,20.4,68.7,64.8
7/8/2025 5:42,20.4,68.6,64.8
7/8/2025 5:43,20.3,68.6,64.7
7/8/2025 5:44,20.4,68.7,64.8
7/8/2025 5:45,20.4,68.7,64.9
7/8/2025 5:46,20.4,68.7,64.8
7/8/2025 5:47,20.4,68.7,64.8
7/8/2025 5:48,20.4,68.7,64.9
7/8/2025 5:49,20.4,68.7,64.9
7/8/2025 5:50,20.4,68.6,64.8
7/8/2025 5:51,20.4,68.7,64.9
7/8/2025 5:52,20.4,68.6,64.8
7/8/2025 5:53,20.4,68.7,65
7/8/2025 5:54,20.4,68.7,64.9
7/8/2025 5:55,20.4,68.7,64.9
7/8/2025 5:56,20.4,68.7,64.9
7/8/2025 5:57,20.4,68.7,64.9
7/8/2025 5:58,20.4,68.8,65
7/8/2025 5:59,20.3,68.6,65
7/8/2025 6:00,20.4,68.7,65
7/8/2025 6:01,20.4,68.7,65
7/8/2025 6:02,20.4,68.7,65
7/8/2025 6:03,20.4,68.7,65
7/8/2025 6:04,20.4,68.7,65.1
7/8/2025 6:05,20.4,68.7,65
7/8/2025 6:06,20.4,68.6,65
7/8/2025 6:07,20.4,68.7,65.1
7/8/2025 6:08,20.4,68.7,65.1
7/8/2025 6:09,20.4,68.7,65.1
7/8/2025 6:10,20.4,68.7,65
7/8/2025 6:11,20.4,68.7,65
7/8/2025 6:12,20.4,68.7,65.1
7/8/2025 6:13,20.4,68.7,65.1
7/8/2025 6:14,20.4,68.7,65.1
7/8/2025 6:15,20.4,68.7,65.1
7/8/2025 6:16,20.4,68.6,65
7/8/2025 6:17,20.4,68.8,65.1
7/8/2025 6:18,20.4,68.7,65.2
7/8/2025 6:19,20.4,68.7,65.1
7/8/2025 6:20,20.4,68.7,65.2
7/8/2025 6:21,20.4,68.7,65.2
7/8/2025 6:22,20.4,68.7,65.1
7/8/2025 6:23,20.4,68.7,65.2
7/8/2025 6:24,20.4,68.7,65.2
7/8/2025 6:25,20.4,68.7,65.2
7/8/2025 6:26,20.4,68.6,65.2
7/8/2025 6:27,20.4,68.7,65.2
7/8/2025 6:28,20.4,68.7,65.3
7/8/2025 6:29,20.4,68.7,65.3
7/8/2025 6:30,20.5,68.8,65.3
7/8/2025 6:31,20.4,68.7,65.3
7/8/2025 6:32,20.4,68.7,65.4
7/8/2025 6:33,20.4,68.8,65.3
7/8/2025 6:34,20.4,68.7,65.3
7/8/2025 6:35,20.4,68.7,65.4
7/8/2025 6:36,20.4,68.8,65.3
7/8/2025 6:37,20.4,68.7,65.3
7/8/2025 6:38,20.4,68.7,65.3
7/8/2025 6:39,20.4,68.8,65.4
7/8/2025 6:40,20.4,68.7,65.4
7/8/2025 6:41,20.4,68.7,65.4
7/8/2025 6:42,20.4,68.7,65.4
7/8/2025 6:43,20.4,68.7,65.4
7/8/2025 6:44,20.4,68.7,65.4
7/8/2025 6:45,20.4,68.7,65.4
7/8/2025 6:46,20.4,68.8,65.4
7/8/2025 6:47,20.4,68.8,65.4
7/8/2025 6:48,20.4,68.8,65.3
7/8/2025 6:49,20.4,68.7,65.4
7/8/2025 6:50,20.4,68.7,65.4
7/8/2025 6:51,20.4,68.7,65.4
7/8/2025 6:52,20.4,68.8,65.4
7/8/2025 6:53,20.4,68.7,65.4
7/8/2025 6:54,20.4,68.7,65.4
7/8/2025 6:55,20.4,68.8,65.4
7/8/2025 6:56,20.4,68.7,65.5
7/8/2025 6:57,20.4,68.7,65.4
7/8/2025 6:58,20.4,68.8,65.4
7/8/2025 6:59,20.5,68.8,65.4
7/8/2025 7:00,20.4,68.7,65.4
7/8/2025 7:01,20.4,68.8,65.4
7/8/2025 7:02,20.4,68.7,65.4
7/8/2025 7:03,20.4,68.7,65.4
7/8/2025 7:04,20.4,68.7,65.4
7/8/2025 7:05,20.5,68.8,65.4
7/8/2025 7:06,20.5,68.8,65.4
7/8/2025 7:07,20.4,68.7,65.5
7/8/2025 7:08,20.4,68.8,65.5
7/8/2025 7:09,20.5,68.8,65.6
7/8/2025 7:10,20.5,68.8,65.6
7/8/2025 7:11,20.4,68.8,65.6
7/8/2025 7:12,20.4,68.7,65.6
7/8/2025 7:13,20.4,68.7,65.6
7/8/2025 7:14,20.4,68.8,65.7
7/8/2025 7:15,20.4,68.8,65.7
7/8/2025 7:16,20.4,68.7,65.7
7/8/2025 7:17,20.4,68.7,65.8
7/8/2025 7:18,20.4,68.8,65.7
7/8/2025 7:19,20.4,68.8,65.8
7/8/2025 7:20,20.4,68.8,65.8
7/8/2025 7:21,20.4,68.7,65.8
7/8/2025 7:22,20.5,68.8,65.8
7/8/2025 7:23,20.4,68.7,65.7
7/8/2025 7:24,20.4,68.7,65.7
7/8/2025 7:25,20.4,68.7,65.7
7/8/2025 7:26,20.4,68.8,65.8
7/8/2025 7:27,20.4,68.7,65.8
7/8/2025 7:28,20.4,68.8,65.7
7/8/2025 7:29,20.5,68.8,65.8
7/8/2025 7:30,20.4,68.8,65.7
7/8/2025 7:31,20.4,68.8,65.7
7/8/2025 7:32,20.4,68.8,65.6
7/8/2025 7:33,20.5,68.8,65.6
7/8/2025 7:34,20.4,68.8,65.6
7/8/2025 7:35,20.4,68.7,65.6
7/8/2025 7:36,20.4,68.8,65.6
7/8/2025 7:37,20.4,68.7,65.6
7/8/2025 7:38,20.5,68.8,65.5
7/8/2025 7:39,20.4,68.8,65.5
7/8/2025 7:40,20.4,68.8,65.5
7/8/2025 7:41,20.4,68.8,65.5
7/8/2025 7:42,20.4,68.8,65.5
7/8/2025 7:43,20.4,68.8,65.4
7/8/2025 7:44,20.4,68.8,65.4
7/8/2025 7:45,20.4,68.8,65.4
7/8/2025 7:46,20.4,68.7,65.4
7/8/2025 7:47,20.4,68.8,65.4
7/8/2025 7:48,20.4,68.8,65.4
7/8/2025 7:49,20.4,68.8,65.3
7/8/2025 7:50,20.4,68.8,65.3
7/8/2025 7:51,20.4,68.7,65.3
7/8/2025 7:52,20.4,68.8,65.3
7/8/2025 7:53,20.4,68.8,65.3
7/8/2025 7:54,20.4,68.7,65.3
7/8/2025 7:55,20.4,68.7,65.3
7/8/2025 7:56,20.4,68.7,65.2
7/8/2025 7:57,20.4,68.7,65.2
7/8/2025 7:58,20.4,68.8,65.2
7/8/2025 7:59,20.4,68.8,65.2
7/8/2025 8:00,20.4,68.7,65.2
7/8/2025 8:01,20.4,68.7,65.2
7/8/2025 8:02,20.4,68.7,65.2
7/8/2025 8:03,20.4,68.6,65.1
7/8/2025 8:04,20.4,68.7,65.2
7/8/2025 8:05,20.4,68.7,65.1
7/8/2025 8:06,20.4,68.7,65.2
7/8/2025 8:07,20.4,68.7,65.1
7/8/2025 8:08,20.4,68.8,65.1
7/8/2025 8:09,20.4,68.7,65.2
7/8/2025 8:10,20.3,68.6,65.2
7/8/2025 8:11,20.4,68.7,65.2
7/8/2025 8:12,20.4,68.7,65.2
7/8/2025 8:13,20.4,68.7,65.2
7/8/2025 8:14,20.4,68.7,65.2
7/8/2025 8:15,20.4,68.7,65.2
7/8/2025 8:16,20.4,68.6,65.2
7/8/2025 8:17,20.4,68.7,65.2
7/8/2025 8:18,20.4,68.7,65.1
7/8/2025 8:19,20.3,68.6,65.2
7/8/2025 8:20,20.4,68.7,65.2
7/8/2025 8:21,20.3,68.6,65.1
7/8/2025 8:22,20.4,68.7,65.2
7/8/2025 8:23,20.4,68.7,65.2
7/8/2025 8:24,20.4,68.6,65.2
7/8/2025 8:25,20.4,68.7,65.2
7/8/2025 8:26,20.4,68.7,65.2
7/8/2025 8:27,20.4,68.7,65.2
7/8/2025 8:28,20.4,68.6,65.2
7/8/2025 8:29,20.4,68.7,65.2
7/8/2025 8:30,20.4,68.7,65.3
7/8/2025 8:31,20.4,68.7,65.3
7/8/2025 8:32,20.4,68.7,65.3
7/8/2025 8:33,20.4,68.6,65.3
7/8/2025 8:34,20.4,68.6,65.3
7/8/2025 8:35,20.4,68.6,65.4
7/8/2025 8:36,20.4,68.7,65.5
7/8/2025 8:37,20.4,68.6,65.6
7/8/2025 8:38,20.4,68.7,65.6
7/8/2025 8:39,20.4,68.7,65.6
7/8/2025 8:40,20.4,68.7,65.6
7/8/2025 8:41,20.4,68.7,65.7
7/8/2025 8:42,20.4,68.7,65.6
7/8/2025 8:43,20.4,68.8,65.6
7/8/2025 8:44,20.4,68.7,65.6
7/8/2025 8:45,20.4,68.6,65.6
7/8/2025 8:46,20.4,68.7,65.6
7/8/2025 8:47,20.4,68.7,65.6
7/8/2025 8:48,20.4,68.7,65.6
7/8/2025 8:49,20.4,68.7,65.5
7/8/2025 8:50,20.4,68.7,65.5
7/8/2025 8:51,20.4,68.7,65.5
7/8/2025 8:52,20.4,68.8,65.5
7/8/2025 8:53,20.4,68.7,65.5
7/8/2025 8:54,20.4,68.7,65.5
7/8/2025 8:55,20.4,68.7,65.6
7/8/2025 8:56,20.4,68.7,65.7
7/8/2025 8:57,20.4,68.7,65.6
7/8/2025 8:58,20.4,68.7,65.7
7/8/2025 8:59,20.4,68.7,65.6
7/8/2025 9:00,20.4,68.7,65.7
7/8/2025 9:01,20.4,68.7,65.6
7/8/2025 9:02,20.4,68.8,65.7
7/8/2025 9:03,20.4,68.7,65.8
7/8/2025 9:04,20.4,68.8,65.8
7/8/2025 9:05,20.5,68.8,65.7
7/8/2025 9:06,20.4,68.7,65.8
7/8/2025 9:07,20.5,68.8,65.8
7/8/2025 9:08,20.5,68.8,56.3
7/8/2025 9:09,20.6,69,56.6
7/8/2025 9:10,20.7,69.3,56.8
7/8/2025 9:11,21,69.7,56.7
7/8/2025 9:12,21.1,70,56.7
7/8/2025 9:13,21.3,70.3,56.5
7/8/2025 9:14,21.5,70.8,56.3
7/8/2025 9:15,21.6,70.9,56.1
7/8/2025 9:16,21.7,71.1,56
7/8/2025 9:17,21.9,71.4,55.8
7/8/2025 9:18,22,71.6,55.8
7/8/2025 9:19,22,71.7,55.6
7/8/2025 9:20,22.1,71.8,55.7
7/8/2025 9:21,22.2,72,55.7
7/8/2025 9:22,22.3,72.1,55.7
7/8/2025 9:23,22.3,72.2,55.8
7/8/2025 9:24,22.4,72.2,55.8
7/8/2025 9:25,22.4,72.4,55.8
7/8/2025 9:26,22.4,72.4,55.8
7/8/2025 9:27,22.5,72.5,55.9
7/8/2025 9:28,22.4,72.4,56
7/8/2025 9:29,22.5,72.4,56.1
7/8/2025 9:30,22.5,72.5,56.3
7/8/2025 9:31,22.5,72.5,56.3
7/8/2025 9:32,22.5,72.4,56.4
7/8/2025 9:33,22.5,72.4,56.5
7/8/2025 9:34,22.4,72.4,56.6
7/8/2025 9:35,22.5,72.4,56.8
7/8/2025 9:36,22.4,72.4,56.9
7/8/2025 9:37,22.4,72.4,57
7/8/2025 9:38,22.4,72.2,57.1
7/8/2025 9:39,22.4,72.2,57.2
7/8/2025 9:40,22.4,72.3,57.3
7/8/2025 9:41,22.4,72.2,57.5
7/8/2025 9:42,22.3,72.2,57.7
7/8/2025 9:43,22.3,72.2,57.7
7/8/2025 9:44,22.3,72.1,57.8
7/8/2025 9:45,22.2,72.1,57.9
7/8/2025 9:46,22.2,72.1,58
7/8/2025 9:47,22.2,71.9,58.2
7/8/2025 9:48,22.2,72,58.4
7/8/2025 9:49,22.2,71.9,58.4
7/8/2025 9:50,22.2,71.9,58.5
7/8/2025 9:51,22.2,71.9,58.7
7/8/2025 9:52,22.1,71.8,58.9
7/8/2025 9:53,22.1,71.8,59
7/8/2025 9:54,22.1,71.8,59
7/8/2025 9:55,22.1,71.8,59.2
7/8/2025 9:56,22,71.7,59.2
7/8/2025 9:57,22.1,71.7,59.3
7/8/2025 9:58,22,71.6,59.4
7/8/2025 9:59,22,71.7,59.6
7/8/2025 10:00,22,71.6,59.6
7/8/2025 10:01,22,71.6,59.7
7/8/2025 10:02,22,71.6,59.8
7/8/2025 10:03,22,71.6,59.9
7/8/2025 10:04,21.9,71.5,60
7/8/2025 10:05,21.9,71.5,60.1
7/8/2025 10:06,21.9,71.5,60.2
7/8/2025 10:07,21.9,71.4,60.2
7/8/2025 10:08,21.9,71.4,60.3
7/8/2025 10:09,21.9,71.4,60.4
7/8/2025 10:10,21.9,71.3,60.4
7/8/2025 10:11,21.9,71.4,60.6
7/8/2025 10:12,21.8,71.3,60.6
7/8/2025 10:13,21.8,71.3,60.7
7/8/2025 10:14,21.8,71.3,60.8
7/8/2025 10:15,21.8,71.2,60.9
7/8/2025 10:16,21.8,71.2,61
7/8/2025 10:17,21.8,71.2,61.1
7/8/2025 10:18,21.7,71.1,61.1
7/8/2025 10:19,21.8,71.2,61.2
7/8/2025 10:20,21.8,71.2,61.2
7/8/2025 10:21,21.7,71.1,61.3
7/8/2025 10:22,21.7,71.1,61.4
7/8/2025 10:23,21.7,71.1,61.4
7/8/2025 10:24,21.7,71.1,61.6
7/8/2025 10:25,21.7,71.1,61.6
7/8/2025 10:26,21.7,71.1,61.6
7/8/2025 10:27,21.7,71.1,61.7
7/8/2025 10:28,21.6,70.9,61.7
7/8/2025 10:29,21.6,70.9,61.8
7/8/2025 10:30,21.7,71,61.9
7/8/2025 10:31,21.6,71,61.9
7/8/2025 10:32,21.7,71.1,62
7/8/2025 10:33,21.6,70.9,62
7/8/2025 10:34,21.6,70.9,62.1
7/8/2025 10:35,21.6,70.9,62.1
7/8/2025 10:36,21.6,70.9,62.1
7/8/2025 10:37,21.6,70.9,62.1
7/8/2025 10:38,21.6,70.9,62.2
7/8/2025 10:39,21.6,70.8,62.1
7/8/2025 10:40,21.6,70.9,62.2
7/8/2025 10:41,21.6,70.9,62.2
7/8/2025 10:42,21.6,70.8,62.2
7/8/2025 10:43,21.6,70.9,62.2
7/8/2025 10:44,21.6,70.8,62.3
7/8/2025 10:45,21.6,70.8,62.2
7/8/2025 10:46,21.6,70.8,62.3
7/8/2025 10:47,21.5,70.8,62.2
7/8/2025 10:48,21.5,70.7,62.3
7/8/2025 10:49,21.5,70.7,62.3
7/8/2025 10:50,21.6,70.8,62.3
7/8/2025 10:51,21.5,70.8,62.4
7/8/2025 10:52,21.5,70.7,62.4
7/8/2025 10:53,21.5,70.7,62.5
7/8/2025 10:54,21.5,70.7,62.6
7/8/2025 10:55,21.5,70.8,62.6
7/8/2025 10:56,21.5,70.7,62.6
7/8/2025 10:57,21.5,70.7,62.6
7/8/2025 10:58,21.5,70.7,62.6
7/8/2025 10:59,21.5,70.6,62.7
7/8/2025 11:00,21.5,70.7,62.7
7/8/2025 11:01,21.5,70.7,62.8
7/8/2025 11:02,21.4,70.6,62.7
7/8/2025 11:03,21.4,70.5,62.8
7/8/2025 11:04,21.4,70.5,62.9
7/8/2025 11:05,21.4,70.5,62.8
